lotid;logerror;transactiondate;aircond;style;basement;numbath;numbedroom;classbuild;qualitybuild;decktype;finishedarea1st;finishedarea;perimeterarea;totalarea;finishedareaEntry;countycode;numfireplace;numfullbath;garagenum;garagearea;tubflag;heatingtype;latitude;longitude;lotarea;poolnum;poolarea;citycode;countycode2;neighborhoodcode;regioncode;roomnum;storytype;num34bath;material;unitnum;year;numstories;fireplace;buildvalue;taxyear;landvalue;totaltaxvalue;taxdelinquencyflag;taxdelinquencyyear;mypointer;parcelvalue
14427869;;;;;;4.5;4;;;;;3641;;;;6059;0;4;2;662;TRUE;;33493700;-117728995;8450;1;;17686;1286;;96961;8;;1;;;1980;2;;453263;2016;1550896;21315.62;;;33657;2004159
11672267;;;1;;;6;5;;10;;;5768;;;;6037;0;6;;;;2;34074967;-118546294;9938;;;12447;3101;19810;96120;0;;;;1;1995;;;691131;2015;933031;20048.54;;;10740;1624162
10809323;;;1;;;4;4;;4;;;3692;;;;6037;0;4;;;;2;34160889;-118612337;22891;1;;12447;3101;48570;96387;0;;;;1;1958;;;425141;2015;265712;8656.83;;;22809;690853
11555981;;;;;;2;2;;4;;;1227;;;;6037;0;2;;;;7;34028493;-118427319;6495;;;12447;3101;117183;96045;0;;;;1;1950;;;220496;2015;579652;9881.32;Y;15;287;800148
17236750;;;;;;2.5;4;;;;920;1955;;;920;6111;1;2;2;437;;;34285761;-118690190;3825;;;27110;2061;;97116;7;;1;;;1996;2;;178209;2015;116093;3488.22;;;10637;294302
17265456;;;;;;2;4;;;;917;1307;;;917;6111;1;2;2;0;;;34181951;-118906843;3049;;;34278;2061;46736;96351;7;;;;;1979;2;;121887;2015;226945;3721.18;;;6178;348832
12078566;;;1;;;3;3;;4;;;2479;;;;6037;0;3;;;;2;34165018;-118219853;6195;;;45457;3101;275130;96327;0;;;;1;1989;;;390408;2015;522515;10138.27;;;9443;912923
14096518;;;;;;3;4;;;;;1808;;;;6059;0;3;2;460;;6;33782060;-118043007;2405;;;46314;1286;;96218;7;;;;;1970;2;TRUE;113966;2015;398339;6070.92;;;17060;512305
10819225;;;;;;1;3;;7;;;1352;;;;6037;0;1;;;;7;34214714;-118514913;6299;1;;12447;3101;32368;96355;0;;;;1;1951;;;153076;2015;287504;5448.6;;;17906;440580
14085762;;;;;;2;3;;;;;1153;;;;6059;1;2;2;400;;;33754634;-117922711;10560;1;;47568;1286;268441;97003;5;;;;;1954;1;;28250;2015;22907;836.84;;;26929;51157
10856197;;;1;;;4;4;;7;;;3079;;;;6037;0;4;;;;2;34164107;-118449877;6908;1;;12447;3101;27080;96412;0;;;;1;1989;;;528408;2016;360556;10730.68;;;19677;888964
11623974;;;1;;;3;2;;10;;;2372;;;;6037;0;3;;;;2;34054922;-118409053;787351;1;;12447;3101;114246;96048;0;;;;1;1980;;;457869;2015;516211;11908.67;;;10527;974080
17192298;;;;;;4.5;4;;;66;1262;3538;;;1262;6111;1;4;2;447;;;34187535;-118959346;10156;1;559;34278;2061;46736;96351;9;;1;;;1980;2;;342556;2015;68811;4382.94;;;19008;411367
10920105;;;1;;;4;5;;7;;;2880;;;;6037;0;4;;;;2;34219173;-118347565;16385;1;;12447;3101;41131;96375;0;;;;1;1966;;;260600;2016;594400;10463.7;;;30629;855000
12172920;;;1;;;3;5;;4;;;2341;;;;6037;0;3;;;;2;34177219;-118110232;9164;1;;30187;3101;;96265;0;;;;1;1989;;;395033;2015;230963;7447.32;;;13212;625996
14115944;;;;;;2;4;;;;;1850;;;;6059;0;2;2;462;;;33831501;-117875731;8328;1;;16764;1286;275470;97025;7;;;;;1965;1;;103401;2015;260190;4398.46;;;554;363591
11294410;;;1;;;2;4;;4;;;1526;;;;6037;0;2;;;;2;34700065;-118115079;7011;1;;5534;3101;;97318;0;;;;1;1978;;;101998;2015;37739;2472.49;;;5036;139737
10867426;;;1;;;4;4;;9;;;3370;;;;6037;0;4;;;;2;34145353;-118475263;29761;1;;12447;3101;51906;96426;0;;;;1;1961;;;207505;2016;477487;8563.3;;;32961;684992
17284331;;;;;;2;3;;;;1462;1617;;;1462;6111;2;2;2;411;;;34169472;-118821995;7400;1;374;34278;2061;;96385;7;;;;;1971;1;;91191;2015;20371;1357.7;;;30657;111562
10715209;;;1;;;2;3;;4;;;1731;;;;6037;0;2;;;;2;34218102;-118612592;8051;;;12447;3101;30731;96339;0;;;;1;1959;;;121390;2015;122754;3116.61;;;33747;244144
14347352;-0.002;15/11/16;13;;;3;4;;;;;2951;;;;6059;1;3;2;639;;;33721890;-117765855;5000;1;;52650;1286;276486;96954;9;;;;;1978;2;;213898;2015;527250;7730.98;;;26630;741148
11150343;;;1;;;3;5;;4;;;2935;;;;6037;0;3;;;;2;34399537;-118455433;11317;;;54311;3101;37739;96401;0;;;;1;2000;;;260360;2015;184402;6055.84;;;30426;444762
11710072;;;1;;;3;3;;4;;;1392;;;;6037;0;3;;;;2;34003902;-118321594;16460;;;12447;3101;274293;95989;0;;;;1;1997;;;140871;2015;35211;2233.23;;;29841;176082
17137416;;;;;;2.5;4;;;;1272;2293;;;1272;6111;1;2;2;675;;;34232602;-119032285;7660;;;51239;2061;;97089;8;;1;;;1981;2;;207330;2015;138216;3778.62;;;26871;345546
14108098;;;13;;;2.5;4;;;;;1748;;;;6059;0;2;2;441;;;33815394;-118058610;1818;;;44833;1286;;96185;8;;1;;;1966;2;;94248;2015;390784;5847.36;;;2769;485032
11179728;;;1;;;2;3;;8;;;1656;;;;6037;0;2;;;;2;34293902;-118539931;13724;1;;12447;3101;275078;96356;0;;;;1;1969;;;99163;2016;29177;1747.38;;;11467;128340
17238116;;;;;;2;3;;;;1286;1286;;;1286;6111;0;2;2;462;;;34269922;-118726046;8432;;;27110;2061;;97116;5;;;;;1961;1;;37702;2015;15254;996.32;;;10730;52956
10739300;;;1;;;2;4;;4;;;2343;;;;6037;0;2;;;TRUE;2;34167926;-118765700;9445;;;9840;3101;764097;96336;0;;;;1;1982;;;242724;2015;387911;7506.99;;;9796;630635
11101250;;;;;;2;3;;7;;;1759;;;;6037;0;2;;;;2;34224329;-118538071;14594;1;;12447;3101;33183;96354;0;;;;1;1951;;;59745;2015;21595;1234.48;;;18390;81340
11044552;;;1;;;3;3;;4;;;1206;;;;6037;0;3;;;;2;34230200;-118463000;72647;1;;12447;3101;13017;96369;0;;;;1;1990;;;127501;2015;31770;1947.73;;;17042;159271
12033194;;;1;;;2;2;;4;;;1347;;;;6037;0;2;;;;2;34110600;-118320000;69257;1;;12447;3101;274049;96049;0;;;;1;1990;;;286890;2015;286890;7012.16;;;26827;573780
12079078;;;1;;;4;4;;4;;;3343;;;;6037;0;4;;;;2;34166642;-118211987;5484;;;45457;3101;275130;96327;0;;;;1;1993;;;460329;2015;239704;7823;;;3054;700033
17219862;;;;;;2.5;3;;;;2651;2651;;;2651;6111;2;2;2;548;;;34221308;-118844890;14701;1;450;34278;2061;;96385;8;;1;;;1987;1;;309258;2015;206167;5423.48;;;657;515425
12934816;;;1;;;3;4;;4;;;2646;;;;6037;0;3;;;;2;34068959;-117822588;8170;1;;33836;3101;;96513;0;;;;1;1988;;;277435;2015;163939;5503.95;;;11524;441374
17212182;;;;;;2;5;;;;2085;2085;;;2085;6111;1;2;2;456;;;34196611;-118883635;10800;1;630;34278;2061;;96383;9;;;;;1962;1;;245598;2015;245598;5252.94;;;28894;491196
11153114;;;1;;;3;3;;7;;;1176;;;;6037;0;3;;;;2;34402100;-118464000;125129;;;54311;3101;26134;96352;0;;;;1;1992;;;109025;2015;106074;3004.22;;;2812;215099
11635147;;;1;;;3;2;;1;;;1554;;;;6037;0;3;;;;2;34085900;-118389000;23165;;;48424;3101;762177;96050;0;;;;1;1961;;;117830;2015;409844;6645.12;;;28606;527674
10737235;;;1;;;3;3;;7;;;1843;;;;6037;0;3;;;;2;34158664;-118641537;43416;1;;38980;3101;;96337;0;;;;1;1954;;;274117;2016;1096470;15201.84;;;8670;1370587
17250228;;;;;;2.5;3;;;;1020;1902;;;1020;6111;1;2;2;440;;;34264786;-118665933;7689;;;27110;2061;;97116;8;;1;;;1999;2;;250803;2016;250803;5834.7;;;4156;501606
11163098;;;1;;;1;3;;7;;;1101;;;;6037;0;1;;;;2;34384954;-118532368;5679;;;54311;3101;26134;96352;0;;;;1;1943;;;81481;2015;203646;4076.33;;;21142;285127
17134678;0.045;29/9/16;;;;2.5;4;;;66;724;1663;;;724;6111;1;2;2;0;;;34223054;-119048829;2437;;;51239;2061;;97089;6;;1;;;1967;2;;206406;2015;206406;4396.12;;;1777;412812
17125731;;;;;;3;3;;;66;1143;2281;;;1143;6111;2;3;2;411;;;34247879;-119025227;128502;;;51239;2061;;97089;7;;;;;2006;2;;327470;2015;182029;5491.98;;;3625;509499
10965138;;;1;;;3;2;;4;;;1172;;;;6037;0;3;;;;2;34317900;-118443000;87567;;;12447;3101;34213;96368;0;;;;1;1982;;;89367;2015;22343;1462.08;;;6685;111710
17109075;;;;;;4;5;;;;1332;2658;;;1332;6111;1;4;2;434;;;34269346;-119162924;6174;;;34543;2061;761221;97084;9;;;;;2003;2;;277304;2015;273225;6280.52;;;3816;550529
11806004;;;;;;2;3;;7;;;1188;;;;6037;0;2;;;;2;34023127;-118204518;5651;;;12447;3101;113886;96004;0;;;;1;1968;;;36897;2015;21595;799.62;Y;15;25688;58492
11057829;;;1;;;2;4;;7;;;2173;;;;6037;0;2;;;;2;34274457;-118495465;7499;1;;12447;3101;31817;96370;0;;;;1;1955;;;116047;2015;18332;1791.71;;;17819;134379
12899906;;;1;;;2;3;;4;;;1374;;;;6037;0;2;;;;2;34113860;-117772035;7668;;;39308;3101;191484;96494;0;;;;1;1977;;;171594;2015;172049;4136.75;;;14119;343643
10767186;;;1;;;3;3;;8;;;1970;;;;6037;0;3;;;;2;34211338;-118573929;6562;;;12447;3101;27987;96341;0;;;;1;1985;;;178303;2016;119426;3772.44;;;946;297729
10791846;;;1;;;3;3;;4;;;1804;;;;6037;0;3;;;;2;34173600;-118603000;185112;1;;12447;3101;48570;96389;0;;;;1;1979;;;214049;2015;125089;4280.49;;;12605;339138
14133210;;;13;;;2.5;3;;;;;1716;;;;6059;1;2;2;480;;;33881671;-117968570;1550;;;24812;1286;;97041;7;;1;;;1979;2;;132846;2015;344190;5592.66;;;18178;477036
17152168;;;;;;2.5;3;;;;934;1772;;;934;6111;1;2;2;472;;;34183396;-119209526;6288;;;13150;2061;762951;97106;6;;1;;;1977;2;;166007;2016;110668;3315.68;;;24630;276675
11069139;;;1;;;3;3;;4;;;1336;;;;6037;0;3;;;;2;34279981;-118573802;62019;;;12447;3101;275078;96356;0;;;;1;2005;;;198568;2015;130329;4094.64;;;14299;328897
11669023;;;1;;;2;2;;4;;;2151;;;;6037;0;2;;;;2;34048162;-118523214;6496;;;12447;3101;19810;96120;0;;;;1;1953;;;391141;2015;833260;15033.18;;;27790;1224401
11154493;;;1;;;3;4;;8;;;2240;;;;6037;0;3;;;;2;34422768;-118433256;10944;1;;54311;3101;37739;96401;0;;;;1;1966;;;231956;2016;112164;4697.03;;;24315;344120
11037345;;;1;;;3;4;;4;;;2114;;;;6037;0;3;;;;2;34250775;-118431888;11473;;;12447;3101;268002;96361;0;;;;1;1948;;;148894;2015;332229;5956.18;Y;15;5723;481123
17271859;;;;;;2;3;;;;2035;2035;;;2035;6111;1;2;2;575;;;34196979;-118913129;7464;;;34278;2061;46736;96351;7;;;;;1998;1;;248000;2015;459000;7606.98;;;12537;707000
10897434;;;1;;;3;2;;4;;;1234;;;;6037;0;3;;;;2;34168900;-118386000;20400;1;;12447;3101;268551;96446;0;;;;1;1981;;;183404;2015;45082;2878.1;Y;15;23025;228486
12602269;;;1;;;3;3;;4;;;1839;;;;6037;0;3;;;;2;33827300;-118336000;65762;;;54722;3101;416342;96161;0;;;;1;1994;;;106421;2015;50411;1941.3;;;6865;156832
17247362;;;;;;3;4;;;66;1264;3136;;;1264;6111;1;3;2;626;;;34261938;-118731459;8550;;;27110;2061;;97118;9;;;;;2000;2;;330541;2015;220355;6254.02;;;12701;550896
17060421;;;;;;2.5;3;;;66;581;1525;;;581;6111;1;2;2;465;;;34392666;-119296839;10282;;;40110;2061;;97098;5;;1;;;2001;2;;170507;2015;121481;3141.1;;;28841;291988
12521046;0.0218;18/2/16;;;;1;1;;4;;;651;;;;6037;0;1;;;;2;33770600;-118115000;242136;1;;46298;3101;416317;96237;0;;;;1;1979;;;70492;2015;176419;3013.04;;;14782;246911
17157415;;;;;;1;2;;;;1125;1125;;;1125;6111;1;1;1;399;;;34191761;-119238880;4000;;;13150;2061;;97106;4;;;;;1962;1;;115968;2015;107689;2748.06;;;24786;223657
10925533;;;1;;;1;2;;4;;;888;;;;6037;0;1;;;;2;34191300;-118363000;341185;1;;12447;3101;46795;96451;0;;;;1;1986;;;131756;2015;97431;2885.18;;;11264;229187
17146428;;;;;;2;3;;;;1433;1433;;;1433;6111;1;2;2;420;;;34218124;-119197008;6476;;;13150;2061;;97101;6;;;;;1965;1;;168423;2015;104855;3277;;;16574;273278
10803271;;;1;;;1;1;;4;;;823;;;;6037;0;1;;;;2;34167900;-118527000;93306;1;;12447;3101;51906;96349;0;;;;1;1970;;;123723;2015;105771;2773.39;;;7367;229494
10789379;;;;;;2;3;;6;;;1387;;;;6037;0;2;;;;2;34195660;-118583740;7708;1;;12447;3101;27987;96341;0;;;;1;1954;;;94718;2016;108752;2495.59;;;14585;203470
14643509;;;1;8;;1;2;;;;;942;;;;6059;0;1;1;0;;6;33866151;-117795750;;1;;16764;1286;274765;97026;5;;;6;;1974;1;;76540;2016;108390;2274.5;;;30997;184930
10968764;;;1;;;2;4;;4;;;1902;;;;6037;0;2;;;;2;34301857;-118445822;8665;;;12447;3101;34213;96368;0;;;;1;2001;;;182000;2015;286000;6262.7;;;26483;468000
10951415;;;1;;;3;3;;4;;;1577;;;;6037;0;3;;;;2;34192100;-118326000;65039;1;;396054;3101;;96436;0;;;;1;1981;;;133000;2015;287000;4988.89;;;28506;420000
14667913;;;;7;;2.5;2;;;;;1515;;;;6059;0;2;2;0;;6;33610339;-117890051;;1;;53571;1286;;96978;4;;1;6;;1975;2;TRUE;189860;2016;809146;10828.46;;;27762;999006
12682248;;;1;;;3;3;;9;;;2720;;;;6037;0;3;;;;2;33804326;-118369614;6785;1;;54722;3101;115657;96163;0;;;;1;2008;;;535641;2016;319104;9774.76;;;24243;854745
17294930;;;;;;2;2;;;;1508;1508;;;1508;6111;2;2;2;0;;;34145680;-118836797;6534;;;41673;2061;;96384;5;;;;;1975;1;;211927;2015;112289;4064.22;;;26057;324216
10969759;;;1;;;3;2;;7;;;1129;;;;6037;0;3;;;;2;34308914;-118436791;104106;;;12447;3101;34213;96368;0;;;;1;1982;;;126519;2015;31682;2745.57;;;21060;158201
17194349;;;;;;2;4;;;;2313;2313;;;2313;6111;1;2;2;604;;;34170849;-118980543;14044;;;34278;2061;46736;96351;8;;;;;2002;1;;320036;2015;213353;6041.64;;;24495;533389
10788722;;;1;;;3;4;;4;;;1824;;;;6037;0;3;;;;2;34193300;-118576000;125694;1;;12447;3101;27987;96341;0;;;;1;2004;;;139000;2015;210000;5307.63;;;21940;349000
10762439;;;1;;;3;3;;4;;;1573;;;;6037;0;3;;;;2;34216500;-118535000;242526;1;;12447;3101;40548;96364;0;;;;1;1965;;;123008;2015;65631;2379.5;;;4739;188639
11128652;;;1;;;3;4;;8;;;2861;;;;6037;0;3;;;;2;34279716;-118552847;9660;1;;12447;3101;275078;96356;0;;;;1;1970;;;273000;2016;535000;9870.58;;;33984;808000
13930939;-0.009;14/4/16;;;;2;3;;;;;1371;;;;6059;1;2;2;400;;;33790187;-117945356;7490;1;;24832;1286;;97047;7;;;;;1954;2;;77130;2015;146480;2992.58;;;21384;223610
12114508;-0.092557188791;31/5/17;1;;;3;3;;8;;;1094;;;;6037;0;3;;;;2;34146800;-118125000;33234;;;47019;3101;275958;96294;0;;;;1;1996;;;137575;2016;162062;3592.38;;;21873;299637
17199623;;;;;;3.5;4;;;;2051;3509;;;2051;6111;2;3;2;609;;;34261407;-118894073;8453;1;440;25974;2061;;97097;8;;1;;;1986;2;;327787;2015;218517;6076.34;;;21345;546304
11142429;;;1;;;3;3;;1;;;2605;;;;6037;0;3;;;;2;34389554;-118519338;102474;1;;54311;3101;26134;96373;0;;;;1;1988;;;324250;2015;335699;8738.68;;;34812;659949
10930921;;;1;;;3;3;;8;;;1141;;;;6037;0;3;;;;2;34155200;-118366000;44109;1;;12447;3101;27431;96447;0;;;;1;1973;;;131098;2016;220982;4291.11;;;29615;352080
11305429;;;1;;;2;4;;4;;;1838;;;;6037;0;2;;;;2;34682608;-118198512;12111;1;;5534;3101;;97319;0;;;;1;1989;;;163687;2015;40913;3259.13;;;2991;204600
12039086;;;1;;;2;3;;7;;;1386;;;;6037;0;2;;;;2;34136869;-118268289;5112;;;12447;3101;268010;96020;0;;;;1;1947;;;96898;2015;387592;5970.78;;;31798;484490
11644508;;;1;;;2;2;;11;;;1649;;;;6037;0;2;;;;2;34066000;-118431000;32839;1;;12447;3101;118920;96005;0;;;;1;1980;;;205020;2016;65422;3331.35;;;12233;270442
12868053;;;1;;;2;4;;7;;;1320;;;;6037;0;2;;;;2;34099396;-117733386;7528;1;;30908;3101;;96469;0;;;;1;1955;;;187185;2015;262832;5608.27;;;15625;450017
17249550;0.0178;1/4/16;;;;3;4;;;;1297;2445;;;1297;6111;1;3;1;396;;;34268336;-118663479;7001;1;378;27110;2061;;97116;6;;;;;1979;1;;223153;2015;148769;4445.14;;;29894;371922
11173464;;;1;;;2;2;;7;;;853;;;;6037;0;2;;;;2;34400800;-118479000;294172;;;54311;3101;26134;96352;0;;;;1;1973;;;60972;2015;23031;1585.21;;;27104;84003
10763428;;;1;;;2;2;;6;;;915;;;;6037;0;2;;;;2;34208900;-118540000;88763;;;12447;3101;40548;96364;0;;;;1;1987;;;106500;2016;106500;3297.43;;;12972;213000
11624714;;;1;;;3;2;;1;;;1672;;;;6037;0;3;;;;2;34055800;-118404000;31045;1;;12447;3101;403142;96016;0;;;;1;1974;;;213200;2015;351780;6881.01;;;4565;564980
12491520;;;1;;;2;3;;7;;;1704;;;;6037;0;2;;;;2;33828816;-118123297;5978;1;;46298;3101;273263;96242;0;;;;1;1942;;;224437;2015;276562;6703.41;;;10272;500999
11623214;;;1;;;2;2;;;;;1053;;;;6037;0;2;;;;2;34058000;-118410000;223002;1;;12447;3101;114246;96048;0;;;;1;1966;;;167213;2015;501645;8178.18;;;29151;668858
12138692;;;1;;;2;2;;4;;;1144;;;;6037;0;2;;;;2;34129375;-118049838;112185;1;;50749;3101;;96268;0;;;;1;1964;;;158000;2015;281000;5359.82;;;7577;439000
10839567;;;1;;;2;3;;7;;;1826;;;;6037;0;2;;;;2;34192641;-118454433;7208;;;12447;3101;41466;96414;0;;;;1;1939;;;206365;2015;141861;4382.09;;;14455;348226
12012733;-0.0151;14/4/16;;;;1;3;;7;;;1952;;;;6037;0;1;;;;7;34100026;-118344465;5611;;;12447;3101;32059;96027;0;;;;1;1910;;;220450;2015;639353;13274.81;;;1082;859803
10767362;;;1;;;3;6;;8;;;2272;;;;6037;0;3;;;;2;34217762;-118570643;5883;;;12447;3101;27987;96341;0;;;;1;1984;;;258792;2016;236163;6044.24;;;14707;494955
17171842;;;;;;3.5;3;;;66;828;3433;;;828;6111;2;3;2;484;;;34156095;-119221509;2550;;;13150;2061;;97106;10;;1;;;2006;3;;440499;2016;517352;10717.34;;;34064;957851
11085029;;;1;;;3;5;;4;;;2359;;;;6037;0;3;;;;2;34254187;-118580635;8311;;;12447;3101;37835;96346;0;;;;1;1965;;;201095;2015;145375;267.44;;;35110;346470
14193111;;;1;;;2;4;;;;;1400;;;;6059;1;2;2;498;;6;33862696;-117776725;6000;1;;16764;1286;274765;97026;6;;;;;1973;1;;106979;2016;451502;6415.42;;;24664;558481
17190175;;;;;;2.5;3;;;;940;2004;;;940;6111;1;2;2;651;;;34146074;-119186743;4090;;;47198;2061;;97109;6;;1;;;2007;2;;141166;2016;282349;4807.18;;;28822;423515
12869631;;;1;;;2;4;;7;;;1524;;;;6037;0;2;;;;2;34084276;-117715486;7899;;;30908;3101;214079;96469;0;;;;1;1957;;;55114;2015;9969;1277.13;;;33490;65083
14460291;;;;;;4.5;5;;;;;3543;;;;6059;0;4;2;577;TRUE;;33576806;-117580612;13460;1;;17597;1286;;96989;0;;1;;;1997;;;402500;2015;702500;11002.9;;;24200;1105000
10812143;;;1;;;5;5;;10;;;4545;;;;6037;0;5;;;;2;34154306;-118582490;19217;;;12447;3101;48570;96387;0;;;;1;1987;;;693500;2015;1231500;23353.71;;;11018;1925000
11103925;;;1;;;2;4;;7;;;1144;;;;6037;0;2;;;;2;34425862;-118471982;5836;;;54311;3101;37739;96374;0;;;;1;1962;;;159435;2015;137362;4237.61;;;11959;296797
14055483;;;5;;;2;3;;;;;1340;;;;6059;1;2;2;483;;6;33684178;-117974281;6106;1;;25218;1286;;96964;7;;;;;1968;1;;86176;2015;226879;3687.4;;;30757;313055
11465997;;;1;;;3;3;;7;;;1414;;;;6037;0;3;;;;2;33954400;-118437000;242045;1;;12447;3101;276514;96129;0;;;;1;1979;;;155894;2016;450508;7255.99;;;29411;606402
17166515;;;;;;2;3;;;;1239;1239;;;1239;6111;1;2;2;502;;;34175548;-119182137;6600;;;13150;2061;;97104;6;;;;;1962;1;;39360;2015;12406;593.48;;;6036;51766
13055633;;;1;;;2;3;;4;;;2909;;;;6037;0;2;;;;2;34148405;-117757215;10628;1;;39308;3101;;96494;0;;;;1;1997;;;349613;2015;194365;6750.29;;;3344;543978
10739992;;;1;;;3;3;;4;;;1499;;;;6037;0;3;;;;2;34168000;-118695000;90265;1;;37688;3101;;96337;0;;;;1;1981;;;121675;2015;81108;2675.96;;;30211;202783
17269669;;;;;;2;3;;;;1187;1187;;;1187;6111;1;2;2;456;;;34159818;-118962880;7009;;;34278;2061;46736;96351;6;;;;;1973;1;;178773;2016;119179;3155.6;;;7556;297952
17264104;;;;;;3;3;;;;1098;2115;;;1098;6111;1;3;2;424;;;34266385;-118657999;5358;1;578;27110;2061;;97116;9;;;;;1996;2;;223131;2015;129044;4112.92;;;18195;352175
11944404;;;1;;;2;3;;7;;;1977;;;;6037;0;2;;;;2;34085971;-118276240;5250;;;12447;3101;268473;96007;0;;;;1;1921;;;122251;2015;160487;3540.03;;;26248;282738
11061921;;;1;;;3;2;;7;;;2320;;;;6037;0;3;;;;2;34223530;-118485487;16082;;;12447;3101;13017;96369;0;;;;1;1951;;;299000;2015;275000;7094.47;;;586;574000
12061343;;;1;;;2;2;;4;;;1194;;;;6037;0;2;;;;2;34162000;-118260000;8344;;;45457;3101;275856;96321;0;;;;1;1982;;;121862;2015;55611;1959.72;;;34283;177473
11456229;;;1;;;4;6;;7;;;3303;;;;6037;0;4;;;;2;33965609;-118381576;6796;1;;12447;3101;7877;96026;0;;;;1;1947;;;454681;2015;191104;8028.9;;;13019;645785
11016515;0.0602;20/4/16;;;;2;4;;4;;;1570;;;;6037;0;2;;;;2;34282022;-118493319;7451;;;12447;3101;31817;96370;0;;;;1;1959;;;116382;2015;114827;2948.34;;;32267;231209
10805726;;;1;;;4;5;;7;;;4774;;;;6037;0;4;;;;2;34168211;-118548729;26046;1;;12447;3101;47950;96379;0;;;;1;1948;;;364464;2016;554789;11385.85;;;7060;919253
12001597;;;1;;;2;2;;4;;;964;;;;6037;0;2;;;;2;34088400;-118371000;120104;1;;48424;3101;;96050;0;;;;1;1973;;;141662;2015;320704;5765.03;;;13427;462366
10858913;;;1;;;2;4;;4;;;2226;;;;6037;0;2;;;;2;34146620;-118443663;10754;;;12447;3101;27080;96424;0;;;;1;1947;;;175635;2015;331736;6408.93;;;62;507371
10820614;;;1;;;2;3;;7;;;1436;;;;6037;0;2;;;;2;34219679;-118505791;7019;1;;12447;3101;32368;96415;0;;;;1;1954;;;48118;2015;24455;1028.42;;;28556;72573
14344161;;;13;;;2.5;4;;;;;2498;;;;6059;1;2;2;456;;;33709433;-117767420;5292;;;52650;1286;276486;96954;8;;1;;;1977;2;;200819;2016;237416;4577.82;;;29240;438235
12572304;;;;;;1;1;;7;;;468;;;;6037;0;1;;;;7;33822479;-118220029;4500;;;46298;3101;275989;96244;0;;;;1;1948;;;31966;2015;63937;1357.87;Y;15;22804;95903
17064470;;;;;;2.5;4;;;;1068;2070;;;1068;6111;1;2;2;516;;;34403581;-118927723;5035;;;18098;2061;;97094;8;;1;;;2000;2;;137000;2015;256000;4773.84;;;25321;393000
11074921;;;;;;4;4;;4;;;2224;;;;6037;0;4;;;;2;34272511;-118542123;11051;1;;12447;3101;33183;96356;0;;;;1;1964;;;99326;2015;30779;1801;;;14101;130105
12093755;;;1;;;2;2;;4;;;1714;;;;6037;0;2;;;TRUE;2;34174190;-118175542;7817;;;47019;3101;274684;96291;0;;;;1;1945;;;84227;2015;89940;2253.89;;;13849;174167
11117922;;;;;;3;4;;7;;;2060;;;;6037;0;3;;;;2;34433862;-118532651;5791;1;;54311;3101;6952;96377;0;;;;1;1969;;;295249;2015;155839;12537.97;;;29432;451088
17253079;;;;;;2.5;3;;;;2010;2010;;;2010;6111;1;2;2;440;;;34264164;-118779226;14594;;;27110;2061;;97118;8;;1;;;1957;1;;83077;2016;14465;1507.92;;;18827;97542
11046466;;;1;;;3;2;;4;;;1055;;;;6037;0;3;;;;2;34245300;-118467000;92516;1;;12447;3101;13017;96369;0;;;;1;1981;;;91614;2015;39258;1695.09;;;5764;130872
12093889;;;1;;;3;5;;4;;;2911;;;;6037;0;3;;;;2;34178988;-118175762;25282;1;;47019;3101;274684;96291;0;;;;1;1956;;;1289600;2015;1139600;27720.49;;;30884;2429200
11653449;0.0124634161946;30/8/17;1;;;3;2;;9;;;2536;;;;6037;0;3;;;;2;34117967;-118443603;101119;;;12447;3101;113749;96058;0;;;;1;1978;;;258900;2016;870100;13772.36;;;31954;1129000
17266311;;;;;;2;3;;;;1235;1235;;;1235;6111;1;2;2;462;;;34161694;-118953075;7186;;;34278;2061;46736;96351;6;;;;;1966;1;;48623;2016;18588;804.08;;;19310;67211
17293348;;;;;;3;4;;;;1465;2458;;;1465;6111;1;3;2;638;;;34148904;-118839938;8409;;;41673;2061;;96384;8;;;;;1971;2;;230683;2015;124200;4407.16;;;31138;354883
10778408;;;;;;1;2;;4;;;1141;;;;6037;0;1;;;;7;34194141;-118522757;6311;1;;12447;3101;40548;96364;0;;;;1;1950;;;77664;2016;310660;4759.8;;;9650;388324
12569317;;;1;;;2;3;;7;;;2065;;;;6037;0;2;;;;2;33808979;-118213245;5858;;;46298;3101;275989;96244;0;;;;1;1941;;;118168;2015;180686;3721.56;;;27655;298854
10916898;;;;;;3;4;;4;;;2634;;;;6037;0;3;;;;2;34126504;-118384168;12862;1;;12447;3101;47880;96449;0;;;;1;1960;;;332775;2015;773327;13763.46;;;20027;1106102
12490865;;;;;;2;3;;7;;;1618;;;;6037;0;2;;;;7;33833538;-118127268;7872;1;;46298;3101;274262;96242;0;;;;1;1943;;;141040;2015;108670;3144.12;;;31411;249710
10722336;-0.0377632162227;24/8/17;1;;;2;2;;6;;;885;;;;6037;0;2;;;;2;34199100;-118633000;100203;1;;12447;3101;268588;96342;0;;;;1;1985;;;61060;2016;190818;3049.98;;;32052;251878
17128053;;;;;;3;4;;;;1600;2853;;;1600;6111;1;3;2;675;;;34232673;-119055187;9800;;;51239;2061;;97089;9;;;;;1998;2;;281835;2015;185192;5095.52;;;34498;467027
11646987;;;1;;;5;4;;10;;;4426;;;;6037;0;5;;;;2;34075104;-118457041;23833;1;;12447;3101;113688;96030;0;;;;1;1939;;;380038;2015;3214457;44120.64;;;23064;3594495
